Id;Culture;Text
2473;1;"Все холмистые песчаные дюны в этом районе известны как Чатака Парвата, где Шри Чайтанья Махапрабху наслаждался экстатическими играми. Однажды, когда Махапрабху собирался искупаться в океане, Он принял песчаную дюну по имени Чатака Парвата за Холм Говардхан, и побежал к нему, произнося стих из Шримад-Бхагаватам 10.21.18: «Из всех преданных этот Холм Говардхан является лучшим! О мои друзья, этот Холм снабжает Кришну и Баларама вместе с их телятами, коровами и пастушками всеми видами предметов первой необходимости - водой для питья, очень мягкой травой, пещерами, фруктами, цветами и овощами. Таким образом, Холм служит Господу. Холм Говардхан очень счастлив прикасаться к лотосным стопам Кришны и Баларама.
Личный слуга Шри Чайтаньядева Говинда последовал за ним, но он не смог поймать Господа. Сварупа Дамодара Госвами, Джагадананда Пандит, Гададхара Пандит, Рама, Нанда и Шанкара Пандит громко звали Его, когда они бежали за Махапрабху. Бхагаван Ачарья, который был хромым, медленно тащился. Хотя Гауранга бежал со скоростью ветра, Он был ошеломлен от экстаза (стамба-бхава), потеряв всякую способность двигаться.
В течение нескольких секунд Шри Чайтаньядева проявлял всю ашта-саттвику викару, 8 проявлений божественного экстаза - оцепенение (стамбха), пот (шведа), волосы встали дыбом (романча), удушье голоса (свара-бхваа), дрожь (вепату), изменения в Цвет (вайварня), обильный плач (асру) и потеря внешнего сознания (пралая). Трансцендентное тело Гауры покраснело от острых ударов, и Его телесные волосы, стоящие рядом (романча), появились как цветы кадамбы. Кровь и пот (sveda) беспрестанно текла из каждой поры тела Гауранги. Он не мог говорить ни слова, а просто произносил в горле горло (свара-бханга). Неожиданные слезы выливались из глаз Махапрабху, как Ганга и Ямуна, впадающие в море. Золотая форма Махапрабху стала белой, как раковина, и он дрожал, как волны в море, а затем рухнул на землю. Увидев божественное восхищение, видимое в теле Махапрабху, Сварупа Дамодара Госвами и все преданные поразились и закричали. Преданные совершили громкий киртан и разбудили божественное тело Гауранги холодной водой. После долгого слуха Махапрабху внезапно встал и скандировал: «Харибол!». Возвратившись наполовину к внешнему сознанию, Махапрабху сказал: «Кто привел Меня сюда из Говардхана-Хилла? Я видел игры Шри Кришны, но теперь я их не вижу. Сегодня я отправился отсюда к холму Говардхана, чтобы узнать, не преследует ли Кришна своих коров. Я видел, как Шри Кришна поднимался по Холму Говардхана и играл на своей флейте, окруженной со всех сторон пасущимися коровами. Услышав вибрацию флейты Кришны, Венунада, Радха Тхакурани и все ее друзья-гопи пришли туда, чтобы встретиться с Шеймой. Они были очень красиво одеты. Когда Кришна и Шримати Радхика вошли в пещеру вместе, другие гопи попросили меня взять цветы. Просто все вы издали шумный звук и несли Меня оттуда в этот лад. Почему ты привел Меня сюда, причинив мне ненужную боль? У меня был шанс увидеть игры Кришны, но я не мог их видеть ». Сказав это, Махапрабху заплакал, а затем Вайшнавы увидели состояние Гауранги. [Caitanya Caritamrta Antya Lila 14.84-119]"
2474;0;Cataka Parvata
2474;1;Чатака Парвата
2475;0;Cataka Parvata
2475;1;Чатака Парвата
2476;0;"Birthplace of Srila Bhaktisiddhanta Sarasvati Thakura is located near to Jagannatha Vallabha Garden. Proceed towards the Jagannatha Mandira. Until on the right side the big pink Sri Caitanya Gaudiya Math temple with a sign above the entrance gate saying, “Birth Place of Prabhupada 108 Srila Bhaktisiddhanta Sarasvati Goswami Thakura”. Present day temple is located on the former site of Srila Bhaktivinoda Thakura’s house, where he lived while acting as the Puri District Magistrate and Jagannatha Temple Administrator.
Main Deities: A gorgeous black Krishna and most attractive, charming golden Srimati Radharani named Sri Sri Radha-Nayana Mani Jiu grace the centre altar. The words nayana mani mean, “Krishna-the jewel of Radha’s lotus eyes”. Sri Sri Jagannatha, Baladeva and Subhadra are also here. Amurti of Srila Bhaktisiddhanta Sarasvati Thakura is being worshiped in the far right altar. This is the exact spot where he appeared. It is said that while digging the earth during the temple construction, a sweet sandalwood smell emanated from the ground where Sarasvati Thakura took birth. While doing the Mandira parikrama, one will see the four sampradaya acaryas: Visnuswami, Madhvacarya, Nimbarka and Ramanuja, and beautiful diorama of various pastimes of Lord Gauranga Mahaprabhu.
"
2476;1;"Место рождения Шрилы Бхактисиддханты Сарасвати Тхакура расположено рядом с садом Джаганнатха Валлабхи. Двигайтесь к Джаганнатхе Мандиру пока справа не появится большой розовый храм Шри Чайтанья Гаудия Матх с надписью над входными воротами, гласящей: «Место рождения Прабхупады 108 Шрила Бхактисиддханта Сарасвати Госвами Тхакура». Современный храм расположен на прежнем месте дома Шрилы Бхактивиноды Тхакура, где он жил,будучи магистром округа Пури и администратором храма Джаганнатхи.
Главные Божества: Великолепный черный Кришна и очаровательная золотая Шримати Радхарани по имени Шри Шри Радха-Наяна Мани Джиу украшают центральный алтарь. Слова ""наяна мани"" означают: «Кришна - драгоценность глаз лотоса Радхи». Шри Шри Джаганнатха, Баладева и Субхадра также здесь. А мурти Шрилы Бхактисиддханта Сарасвати Тхакура поклоняются на крайнем алтаре справа. Это место его явления. Говорят, что, копая землю во время строительства храма, запах сладкого сандалового дерева исходил от земли, где родился Сарасвати Тхакур. Выполняя парикраму вокруг Мандира, вы увидите четыре ачарья-сампрадаи: Вишнусвами, Мадхвачарью, Нимбарку и Рамануджу и прекрасную диораму различных игр Господа Гауранги Махапрабху."
2477;0;Birth Place Of Srila Bhaktisiddhanta Sarasvati Thakura (Shri Chaitanya Gaudia Math)
2477;1;Место явление Шрилы Бхактисиддханты Сарасвати Тхакура (Шри Чайтанья Гаудия Матх)
2478;0;Birth Place Of Srila Bhaktisiddhanta Sarasvati Thakura (Shri Chaitanya Gaudia Math)
2478;1;Место явление Шрилы Бхактисиддханты Сарасвати Тхакура (Шри Чайтанья Гаудия Матх)
2479;0;"This is 6 km from Jagannatha Mandira at the entrance of Puri Dhama on the main road to Bhubanesvara. There is a small pink domed temple with green doors beside Atharanala road, marking the place where Mahaprabhu rested before crossing Atharanala Bridge. Inside there is a marble plaque enshrining the lotus footprints of Gauranga Mahaprabhu (mahaprabhu pada-pitha).
"
2479;1;"Этот мост находится в 6 км от Джаганнатха Мандира, у сама входа в Пури-Дхаму, на главной дороге в Бхубанешвару. Там есть небольшой розовый храм с куполом и  зелеными дверями, рядом с улицей Апхаранала, обозначающий собой место, где Махапрабху отдыхал, прежде чем пересечь мост Апхаранала. Внутри есть мраморная доска, несущая на себе отметины лотосных стоп Гауранги Махапрабху (махапрабху пада-питха).

"
2480;0;Atharnala Setu (Bridge)
2480;1;Атхарнала Сету (Мост)
2481;0;Atharnala Setu (Bridge)
2481;1;Атхарнала Сету (Мост)
2482;0;Alarnatha Temple
2482;1;Храм Алларнатх
2483;0;Alarnatha Temple
2483;1;Храм Алларнатх
2484;0;Alarnatha Temple
2484;1;Храм Алларнатх
2485;0;"This large sacred bathing tank is located just opposite Ganga Mata Math. Puri residents say that Ganga-devi personally resides here in the form of Sweta Ganga so that she can regularly take darsana and serve Jagannatha Swami. Being non-different from the Ganga, Sweta Ganga never becomes dry. Even if all the water is pumped out for some reason, it automatically refills. Remarkably, its water level rises or falls at the same rate as the Ganga river. Sweta Ganga is one of the Panca Mukti Tirthas of Sri Ksetra Dhama. After cremating the deceased, Puri residents bath here and perform the sraddha ceremony.
Sweta Ganga – non-different from Ganges river. Sweta Ganga never becomes dry. Even if all the water is pumped out for some reason, it automatically refills."
2485;1;"Этот большой священный купальный водоем расположен прямо напротив Ганга Мата Матха. Жители Пури говорят, что Ганга-деви лично живет здесь в форме Швета Ганги, чтобы она могла регулярно принимать даршан и служить Джаганнатхе Свами. Не будучи отличным от Ганги, Швета Ганга никогда не становится сухим. Даже если вся вода откачивается по какой-то причине, он автоматически наполняется. Примечательно, что уровень его воды поднимается или падает с той же скоростью, что и в реке Ганга. Швета Ганга является одним из Панча Мукти Тиртх Шри Кшетра Дхамы. После кремирования покойного, жители Пури купаются здесь и проводят церемонию шраддхи.
Швета Ганга - не отличается от реки Ганга. Швета Ганга никогда не становится сухим. Даже если вся вода откачивается по какой-то причине, он автоматически наполняется."
2486;0;" Sweta Ganga"
2486;1;Швета Ганга
2487;0;" Sweta Ganga"
2487;1;Швета Ганга
2488;0;"Bhakti-Kuti is the name that Srila Bhaktivinoda Thakura gave to his bhajana kutrir, which was located beside the sea just opposite Haridasa Thakura’s Samadhi. This the place where illustrious Srila Bhaktivinoda Thakura spent his last 4 years on earth (1910-14) before entering Samadhi. In 1908, Thakura left household life and entered renounced order by accepting babaji-vesa from Srila Gaura-kisora Dasa Babaji Maharaj. In 1910, Thakura stayed inside the Bhakti-kuti performing solitary bhajana. He absorbed himself in uninterrupted meditation upon asta-kaliya lila and rendering mental service to the Divine Couple Sri Sri Radha-Madhava. Millions of years ago, the Sapta-rsis performed Hari-bhajana in this area.
When the Government declared that any Vaishnava Society can undertake it’s responsibility, ISKCON took its responsibility and built a temple for the presiding deities Sri Sri Radha Giridhari & Caitanya Mahaprabhu. On the outside wall is a marble plaque with the following verse written in Bengali by Bhaktivinoda Thakur himself:
gaura-prabhoh prema-vilasa-bhumau
niskincano bhakti-vinoda-nama
ko’pi sthito bhakti-kutira-kosthe
smrtvanizam nama-gunam murareh
“In this land, Lord Gaura enjoyed His prema-filled pastimes. One desire less sadhu named Bhaktivinoda stays in a small room in his Bhakti-kuti, constantly remembering the name and qualities of His Lord Murari throughout the night.”
"
2488;1;"Бхакти-Кути - это название, которое Шрила Бхактивинода Тхакур дал своему бхаджана кутриру, который находился у моря, прямо напротив Самадхи Харидаса Тхакура. Это место, где почтенный Шрила Бхактивинода Тхакур провел свои последние 4 года на земле (1910-14), прежде чем войти в Самадхи. В 1908 году Тхакур покинул бытовую жизнь и принял отреченный распорядок жизни, приняв бабаджи-везу от Шрилы Гаура-Кишора Даса Бабаджи Махараджа. В 1910 году Тхакур поселился в своем Бхакти-кути, практикуя свой уединенный бхаджан. Он погрузился в непрерывную медитацию на аста-калья лилу и являл свое служение Божественной Паре Шри Шри Радха-Мадхаве. Миллионы лет назад Сапта-риши так же совершал свой Хари-бхаджан в этой области.
Когда правительство объявило, что любое общество Вайшнавом может взять на себя ответственность за заботу об этом месте, ИСККОН взял ее на себя и построил храм для главных божеств Шри Шри Радхи Гиридхари и Чайтаньи Махапрабху. На внешней стене находится мраморная доска со следующим стихом, написанным на бенгали самим Бхактивинодой Тхакуром:
Гаура-прабхох према-виласа-бхумау
Нискинчано бхакти-винода-нама
Ко'пи стхито бхакти-кутира-коштхе
Смртванизам нама-гунам мурарех
«На этой земле Господь Гаура наслаждался Своими играми исполненными премы. Бхактивинод, ничего для себя не желая, живет в этой маленькой комнате в Его Бхакти-кути, постоянная памятуя об именах и трансцендентных качествах своего Господа Мурари и днем, и ночью».
"
2489;0;ISKCON
2489;1;ИСККОН
2490;0;ISKCON
2490;1;ИСККОН
2491;0;"This small temple with red-granite roof is on Cakra Tirtha road, across the street from Z hotel, 2 mins from Cakra Tirtha temple. This temple is dedicated to a tall black stone Deity of Hanuman, now covered in red sindhur, who serves Lord Jagannatha by protecting the holy dhama. Word bedi means chain.
Puffed Rice Can’t Match Ladoos: Puri residents of yore complained to Lord Jagannatha that cyclone whipped sea often washed away the town. Lord Jagannatha posted Hanuman here to protect Puri and prevent future inundations. The faithful were daily offering some puffed rice and jaggery to Hanuman but he longed for laddoos. One day Hanuman leaped toAyodhya to see his beloved Lord Rama and received some delicious laddoo maha-prasadam. Angry seas took advantage of Hanuman’s absence and once again flooded the town of Puri. When Hanuman returned, Lord Jagannatha promised to daily give him laddoos. But just to make sure that this mischievous monkey would not leap away again, Lord Jagannatha bound Hanuman’s leg with a heavy steel ball and chain. Henceforth, Hanumanji was called Bedi Hanuman."
2491;1;"Этот небольшой храм с красно-гранитной крышей находится на дороге Чакра Тиртха, через дорогу от отеля Z, в 2 минутах от храма Чакры Тиртха. Этот храм посвящен высокому черному каменному Божеству Ханумана, теперь покрытому красным синдхуром, который служит Господу Джаганнатху, защищая святую дхаму. Слово ""беди"" означает цепочка.
Воздушный рис не может сравниться с ладу: жители Пури жаловались Господу Джаганнатху, что циклоны с моря часто смывают город. Господь Джаганнатха отправил Ханумана сюда, чтобы защитить Пури и предотвратить будущие наводнения. Верующие ежедневно предлагали Хануману воздушный рис и сахар, но он жаждал ладу. Однажды Хануман прыгнул в Айодхью, чтобы увидеть своего любимого Господа Раму и получил восхитительный маха-прасад. Злые моря воспользовались отсутствием Ханумана и снова затопили город Пури. Когда Хануман вернулся, Господь Джаганнатха обещал ежедневно давать ему ладу. Но чтобы убедиться, что эта озорная обезьяна не отскочит, Господь Джаганнатха привязал цепью ногу Ханумана с тяжелым стальным шаром. И с тех пор Ханумана стали называть Беди Хануман."
2492;0;Bedi Hanuman
2492;1;Беди Хануман
2493;0;Bedi Hanuman
2493;1;Беди Хануман
2494;0;Sri Sri Sonar Gouranga Temple
2494;1;Храм Шри Шри Сонар Гоуранга
2495;0;Sri Sri Sonar Gouranga Temple
2495;1;Храм Шри Шри Сонар Гоуранга
2496;0;Sri Sri Sonar Gouranga Temple
2496;1;Храм Шри Шри Сонар Гоуранга
2497;0;Shri Brahma Gaudiya Math
2497;1;Шри Брахма Гауди Матх
2498;0;Shri Brahma Gaudiya Math
2498;1;Шри Брахма Гауди Матх
2499;0;Shri Brahma Gaudiya Math
2499;1;Шри Брахма Гауди Матх
2500;0;Bata Mahabir
2500;1;Бата Махабир
2501;0;Bata Mahabir
2501;1;Бата Махабир
2502;0;Bata Mahabir
2502;1;Бата Махабир
2503;0;Kapateswar Shiva Mandir
2503;1;Капатешвар Шива Мандир
2504;0;Kapateswar Shiva Mandir
2504;1;Капатешвар Шива Мандир
2505;0;Kapateswar Shiva Mandir
2505;1;Капатешвар Шива Мандир
2506;0;"Holly Well & Bhajan Kutir Of Sreela Paramananda Puri Goswami

This place, located behind the west gate of the jagannatha Mandira on Lokanatha Road, was formerly the Paramananda Puri Matha, but now it is a policemen’s residence called Baseli-sahi Out Post. The celebrated well is on the right side of the entrance gate of this compound near the boundary wall. You can collect some water by using the rope and bucket supplied by the Out Post. Be careful not to lose the bucket when tying it and dropping it into the well. A small donation to the local residents will maintain friendly feelings. 

Sri Paramananda Puri, an eternal associate of Mahaprabhu, serves in krsna-lila as Uddhava MahaSaya. As Uddhava is an elder. respected associate, Paramananda Puri is also elder to and respected by Mahaprabhu because he was initiated by Madhavendra Puri, the guru of Gauranga’s guru, lsvara Puri. Observing the etiquette of honoring seniors, Mahaprabhu Himself offered garlands and sandalwood paste to Paramananda Puri and Brahmananda Bharati before anyone else during the Ratha-yatra festival. 

Srila Krsnadasa Kaviraja Gosvami describes Paramananda Puri as one of the nine sannyasi roots which came out of the trunk of the desire tree of devotion. The first sprout of this desire tree was Madhavendra Puri; it`s well-nourished second sprout was lsvara Puri; its trunk was Sri Caitanya Mahaprabhu Himself. The entire tree remained stable sitting on nine sannyasi roots: Paramananda Puri, Keshava Bharati, Brahmananda Puri, Brahmananda Bharati. Vishnu Puri, Keshava Puri, Krsnananda Puri, Nrisingha Tirtha and Sukhananda Puri. Of these ten, Paramananda Puri is the central root. The great mystery here is that Sri Caitanya Mahaprabhu could both be the trunk of the tree and the gardener who takes care of it. Paramananda Puri played in many Puri pastimes with Gauranga, including Gundica-marjana, Sarvabhauma’s maha-prasadam utsava. Narendra Sarovara jala-keli and Haridasa Thakura‘s tirobhava. 

"
2506;1;" Колодец Парамананды Пури и Бхаджан Кутир Шрилы Парамананды Пури Госвами

Это место, расположенное за западными воротами Джаганнатха Мандира, по Дороге Локанатха, раньше было Параманандой Пури-Матой, но в наше время на этом месте расположен полицейский участок, и эта территория называется Базели-сахи-аут. Прославленный колодец находится справа от входных ворот этого комплекса у пограничной стены. Вы можете набрать немного воды, используя веревку и ведро.Но следует быть осторожным, чтобы нечаянно не отпустить веревку, удерживающую ведро, в колодец. Небольшое пожертвование местным жителям будет уместно и создаст дружественную атмосферу.
Шри Парамананда Пури, вечный спутник Махапрабху, является в кришна-лиле как Уддхава Махасая. Поскольку Уддхава - старший и почитаемый слуга, Парамананда Пури также является старшим и уважаемым относительно Махапрабху, так как он получил инициацию от Мадхавендры Пури, который был учеником Ишвары Пури и, соответственно парам-гуру Гауранги. Трепетно относясь к соблюдением этики почитания старших, сам Махапрабху предлагал гирлянды и сандаловую пасту Парамананде Пури и Брахмананде Бхарати во время фестиваля Ратха-ятры.

Шрила Кришнадас Кавираджа Госвами описывает Парамананду Пури как одного из девяти изначальных санньяси, которые исходят из ствола дерева желаний и преданности. Первым ростком этого дерева желаний был Мадхавендра Пури; его вторым ростком считается Ишвара Пури, который питается от первого. Стволом дерева является сам Шри Чайтанья Махапрабху. Все дерево остается неколебимым, базируясь на девяти основных “корнях”-санньяси: Парамананде Пури, Кешаве Бхарати, Брахмананде Пури, Брахмананде Бхарати, Вишну Пури, Кешаве Пури, Кришнанане Пури, Нрисинге Тиртхе и Сухананде Пури. Из этих десяти Парамананда Пури является центральным корнем. Великое таинство здесь заключается в том, что Шри Чайтанья Махапрабху может одновременно являться и стволом дерева и садовником, который заботится о нем. Парамананда Пури участвовал во многих играх Гауранги в Пури, в том числе и тиробава Харидаса Тхакура.

"
2507;0;Holly Well & Bhajan Kutir Of Sreela Paramananda Puri Goswami
2507;1;" Колодец Парамананды Пури и Бхаджан Кутир Шрилы Парамананды Пури Госвами"
2508;0;Holly Well & Bhajan Kutir Of Sreela Paramananda Puri Goswami
2508;1;" Колодец Парамананды Пури и Бхаджан Кутир Шрилы Парамананды Пури Госвами"
2509;0;Like holy Ganga and Yamuna rivers, the ocean at Puri is a purifying sacred place of pilgrimage. Ocean here is not just a pilgrimage place. It is a maha-tirtha, a great pilgrimage site. During Nama-acarya Srila Haridasa Thakura’s samadhi ceremony, Lord Sri Caitanya Mahaprabhu bathed his transcendental body in the sea and declared, “From today onwards, this sea has become a great pilgrimage site, samudra ei maha-tirtha.” Every day, Sri Caitanya Mahaprabhu would bathe in the ocean and take darsana of the nila-cakra of Lord Jagannatha’s temple, offering obeisances to it. He also instructed His devotees to follow His example and perform these practices.
2509;1;Как и святые реки Ганга и Ямуна, океан в Пури является очищающим священным местом паломничества. Океан здесь не просто место паломничества. Это - маха-тиртха, большое место паломничества. Во время церемонии Самадхи Нама-Ачарьи Шрилы Харидаса Тхакура Господь Шри Чайтанья Махапрабху омыл его трансцендентное тело в море и заявил: «С сегодняшнего дня это море стало большим местом паломничества, самудра эи маха-тиртха». Каждый день Шри Чайтанья Махапрабху купался в океане и принимал даршан  нила-чакры храма Господа Джаганнатхи, предлагая ему поклоны. Он также поручил Своим преданным следовать Его примеру и выполнять эти практики.
2510;0;Ocean Maha Tirtha
2510;1;Океан
2511;0;Ocean Maha Tirtha
2511;1;Океан
2512;0;It is located on Cakra Tirtha road at the beach on the east side of Puri, 3km from Jagannatha Mandira. Temple is a small white building with a red stripe, off Cakra Tirtha road, behind Z hotel down the beach near the ocean. There are 3 Deities: Nrsimhadeva, Cakra Narayana and Adi Narayana. A brown stone shaped like cakra is worshiped here as Cakra Narayana. Nearby is a small temple of Jagannatha’s father-in-law, Varuna-deva, the father of Laksmi-devi. Inside here are Deities of Jagannatha, Baladeva, Subhadra and Garuda holding Visnu.
2512;1;Расположен на дороге Чакра Тиртха на пляже в восточной части Пури, в 3 км от Джаганнатха Мандира. Храм - это небольшое белое здание с красной полосой, со стороны дороги Чакра Тиртха, за отелем Z на пляже у океана. Есть 3 Божества: Нрисимхадева, Чакра Нараяна и Ади Нараяна. Коричневый камень в форме чакры почитается здесь как Чакра Нараяна. Рядом находится небольшой храм тестя Джаганнатхи, Варуна-дева, отца Лакшми-деви. Внутри здесь находятся Божества Джаганнатхи, Баладевы, Субхадры и Гаруды с Вишну.
2513;0;Cakra Tirtha (CAKRA NARAYANA TEMPLE)
2513;1;Чаткра Тиртха
2514;0;Cakra Tirtha (CAKRA NARAYANA TEMPLE)
2514;1;Чаткра Тиртха
2515;0;"Set against a backdrop of exotic palatial buildings, the calm and tranquil lake known as Kusuma-sarovara is one of the most fascinating sights in the whole of Vraja. This breathtakingly beautiful monument, an architectural wonder in sandstone, is dedicated to the transcendental loving pastimes of Sri Sri Radha and Krsna that were enacted here on the banks of this lake. 

The building itself was erected around 1764 by the king of Bharatpura, Maharaja Jawahir Singh, as a tribute to his great father, Raja Suraj Mall, one of the most famous Jat warriors in Indian history, whose ashes are buried in the main building. Within this impressive main building the replica of Krsna’s lotus feet can be seen in the center of the floor. On the ceiling are beautiful paintings of Krsna’s pastimes as well as the exploits of Suraj Mall. The other two structures on each side of the main building contain the ashes of Suraj Mall’s two queens as well as the replica of Srimati Radharani’s lotus feet. The ceiling of these two buildings are also painted with various scenes from Lord Krsna’s pastimes. There is also a temple of Giriraja, whose elderly pujariq is always happy to show devotees around. 

This enchanting lake, Kusuma-sarovara, has been here since ancient times and is also known as Sumanah-sarovara. According to the Brahma-vaivarta Parana, the great sage Astavakra Muni did penance on its banks while waiting for the appearance on earth of Radha and Krsna. it is said that whilst having Their sacred darsana, Astavakra Muni gave up his mortal coil. On the western bank of the lake, a small shrine dedicated to Lord Siva is believed to be the actual place where: Astavakra entered into samadhi. 

At the time of His pilgrimage to Vrndavana, Lord Caitanva also came to Kusuma-sarovara and bathed in its cooling waters. Kusuma means flowers and sarovara means lake. Formerly surrounding this lake was a beautiful forest known as Puspa Vana (forest of flowers), and within this forest Srimati Radharani and Her girlfriends used to pick flowers. 

Once when Radharani and Her girlfriends were picking flowers, Krsna suddenly appeared on the scene and started joking with Radharani. Their conversation went as follows : 

Krsna : “Who is picking flowers?” 

Radha : “No one but Me.” 

Krsna : “Who are You?” 

Radha : “Don’t you know Me?” 

Krsna : “If I knew You I wouldn’t ask.” 

Radha: “I don’t care if You don’t know Me, why don’t You leave this place?”

Krsna : “I am the gardener, where will I go?” 

Radha: “If You are a male bee, then go to the female bee.” 

Krsna : “You are the female bee.” 
Radha : “You appear to be an honest man and an ascetic, yes You know the art of stealing a youth’s heart. Aren’t You ashamed of Yourself?” 

Krsna : “My dear lady, Maharaja Kandarpa (Cupid) is the king of this forest; because he is pleased with Me, he has delegated to Me all the power. If You are so proud I will confiscate all Your flowers. 

“O pretty lady, I am a brahmacari and an ascetic. It appears to Me that You have come here simply to try and entice Me with Your beauty. But do not think I am alone here in the jungle. My sakhas (friends) are always close by. Please don’t play any tricks with Me, and just behave like an honest person. 

“Anyway Your bodily actions speak louder than any words. You are trying to capture the Maharaja’s property; every limb of Your body is just like a thief. Don’t think that just because You are a lady You will be pardoned. I would be committing a great wrong if I pardoned You. When I take You before the Maharaja, You will be sentenced with various punishments. At that time Your vanity will vanish. Without permission You have picked flowers, and I have no authority to pardon You. 

“You are thinking that this is just an ordinary forest and the king is not very powerful because his kingdom is so small, but You will see, because you have robbed this kingdom You will be punished. With the different parts of Your body You have stolen different things; the palms of Your hands and the soles of Your feet have stolen the beauty of the petals of the lotus flowers; Your gait the baby elephants and swans; Your nails the mirrors; Your knees - golden balls; Your hips - the golden banana trees; the upper part of Your waist - the golden altar; Your navel - the lake of nectar; Your chest the bed of Cupid; Your fingers - the flowers of Cupid, which is the source of his power; Your teeth - have stolen the pearl necklace and Your eyes - the deer and the Cakori bird; the lines on Your neck - the couch; and the lines on Your stomach - the gentle waves of the Yamuna; You have stolen so many things, how can the king pardon You? The beauty of our kingdom is unique in all the world. Today You have robbed everything, including our prestige.” 

Radha: “O Krsna, You are very clever. You are the greatest thief; now You are acting like a saint and calling others thieves. What can be said of You? When You stole the clothes of the gopis, Your character was apparent. Those poor naked gopis were standing before You with folded hands and You were simply enjoying the fun. There is no better example of Your honesty. 

“O Krsna, there are many girls of marriageable age and You are a young prince, but nobody is willing to give his daughters to You. There must be a good reason. It is highly probable that You are not a normal man, and no girl will like to marry an abnormal man. 

“My dear Krsna, I fully understand that it is not out of choice but out of force that You have become a brahmacarj. O Krsna, You are in the habit of playing Your flute, which has the power of attracting all the young girls. Shameful! How dare You call Yourself a brahmacari. In fact it is very wicked and sinful to call Yourself a brahmacari and then tempt young girls. Now don’t come one step closer to Me, please! It is surprising, considering that You have not planted a single tree in this whole forest, that You can claim ownership. The entire forest has been destroyed by Your cows trampling here and there. Our sakhi Vrnda Devi has taken great pains to keep this forest clean and tidy. Therefore we call it Vrndavana, and She presented it to Me as a gift. This forest has grown around the banks of Radha-kunda and it is My playground. There is a sign on the path, which says “Ladies only.” 

“We are simply picking flowers to worship the Sun god. Who are You to stop us? This place belongs to us. O, brahmacari, males are strictly prohibited. How dare You set foot here! Off You go with your cowherd friends and look after the cows.” 

Snmati Rédharani then threatened Krsna that She would call Lalita, who She said was very powerful. At that moment, Visakha sakhi intervened in the lovers’ quarrel and, catching hold of the corner of Radharani’s cloth, tied it to Krsna’s. She then informed the Divine Couple that it was now time for Them to move on to Radha'kunda. 

The Divine Couple performed many nectarian pastimes at Kusuma-sarovara, and it is said that anyone who bathes in the sanctified waters of this lake becomes eligible to witness the ambrosial eightfold pastimes (asta-kaliya-lila) of Sri Sri Radha and Krsna. 

Formerly Govardhana Hill could be seen behind Kusuma'sarovara and it used to stretch all the way to Radha'kunda, but because of its gradual sinking into the ground it can no longer be seen in this area."
